0,0
0.002209945,0.006629834
0.003314917,0.011049724
0.005524862,0.014364641
0.008839779,0.016574586
0.008839779,0.02320442
0.008839779,0.029834254
0.008839779,0.035359116
0.008839779,0.040883978
0.012154696,0.054143646
0.014364641,0.067403315
0.014364641,0.074033149
0.015469613,0.086187845
0.017679558,0.098342541
0.017679558,0.104972376
0.017679558,0.110497238
0.01878453,0.114917127
0.022099448,0.117127072
0.025414365,0.119337017
0.027624309,0.13480663
0.028729282,0.139226519
0.028729282,0.148066298
0.028729282,0.154696133
0.030939227,0.15801105
0.032044199,0.164640884
0.032044199,0.177900552
0.033149171,0.186740331
0.035359116,0.19558011
0.035359116,0.203314917
0.036464088,0.215469613
0.038674033,0.21878453
0.039779006,0.22320442
0.04198895,0.232044199
0.04198895,0.238674033
0.043093923,0.248618785
0.04640884,0.259668508
0.047513812,0.26519337
0.048618785,0.277348066
0.048618785,0.285082873
0.049723757,0.29281768
0.056353591,0.298342541
0.058563536,0.303867403
0.060773481,0.30718232
0.06519337,0.312707182
0.066298343,0.317127072
0.06961326,0.320441989
0.072928177,0.325966851
0.075138122,0.332596685
0.076243094,0.342541436
0.077348066,0.346961326
0.079558011,0.351381215
0.082872928,0.354696133
0.085082873,0.361325967
0.087292818,0.365745856
0.08839779,0.375690608
0.091712707,0.379005525
0.095027624,0.38121547
0.097237569,0.392265193
0.099447514,0.39558011
0.102762431,0.398895028
0.109392265,0.398895028
0.11160221,0.403314917
0.117127072,0.405524862
0.119337017,0.408839779
0.124861878,0.422099448
0.129281768,0.427624309
0.131491713,0.434254144
0.131491713,0.439779006
0.131491713,0.445303867
0.131491713,0.451933702
0.131491713,0.457458564
0.132596685,0.461878453
0.13480663,0.467403315
0.135911602,0.471823204
0.138121547,0.475138122
0.140331492,0.478453039
0.143646409,0.480662983
0.146961326,0.482872928
0.150276243,0.486187845
0.151381215,0.490607735
0.15359116,0.497237569
0.154696133,0.502762431
0.15801105,0.506077348
0.161325967,0.508287293
0.162430939,0.512707182
0.164640884,0.516022099
0.165745856,0.521546961
0.169060773,0.523756906
0.170165746,0.528176796
0.171270718,0.532596685
0.172375691,0.538121547
0.173480663,0.542541436
0.174585635,0.546961326
0.174585635,0.552486188
0.174585635,0.55801105
0.17679558,0.561325967
0.180110497,0.563535912
0.182320442,0.566850829
0.182320442,0.572375691
0.183425414,0.57679558
0.184530387,0.583425414
0.185635359,0.588950276
0.188950276,0.594475138
0.188950276,0.6
0.190055249,0.605524862
0.193370166,0.607734807
0.194475138,0.612154696
0.197790055,0.614364641
0.201104972,0.616574586
0.203314917,0.619889503
0.205524862,0.62320442
0.206629834,0.627624309
0.208839779,0.630939227
0.209944751,0.638674033
0.209944751,0.644198895
0.212154696,0.647513812
0.213259669,0.651933702
0.215469613,0.656353591
0.217679558,0.660773481
0.21878453,0.66519337
0.220994475,0.671823204
0.220994475,0.677348066
0.220994475,0.685082873
0.22320442,0.68839779
0.225414365,0.69281768
0.228729282,0.695027624
0.232044199,0.698342541
0.232044199,0.703867403
0.233149171,0.708287293
0.236464088,0.71160221
0.239779006,0.713812155
0.239779006,0.720441989
0.243093923,0.722651934
0.24640884,0.724861878
0.249723757,0.727071823
0.250828729,0.733701657
0.256353591,0.733701657
0.260773481,0.737016575
0.261878453,0.742541436
0.262983425,0.746961326
0.266298343,0.749171271
0.26961326,0.751381215
0.271823204,0.754696133
0.271823204,0.760220994
0.275138122,0.765745856
0.275138122,0.771270718
0.275138122,0.77679558
0.278453039,0.779005525
0.280662983,0.782320442
0.283977901,0.787845304
0.28839779,0.788950276
0.290607735,0.792265193
0.29281768,0.79558011
0.297237569,0.798895028
0.298342541,0.803314917
0.300552486,0.807734807
0.303867403,0.813259669
0.30718232,0.815469613
0.312707182,0.816574586
0.314917127,0.819889503
0.318232044,0.822099448
0.319337017,0.826519337
0.328176796,0.827624309
0.333701657,0.829834254
0.335911602,0.834254144
0.340331492,0.837569061
0.343646409,0.840883978
0.349171271,0.844198895
0.354696133,0.845303867
0.360220994,0.845303867
0.364640884,0.847513812
0.371270718,0.848618785
0.374585635,0.850828729
0.380110497,0.850828729
0.385635359,0.851933702
0.390055249,0.853038674
0.394475138,0.855248619
0.398895028,0.858563536
0.403314917,0.860773481
0.407734807,0.861878453
0.412154696,0.862983425
0.41878453,0.864088398
0.426519337,0.866298343
0.430939227,0.868508287
0.437569061,0.86961326
0.444198895,0.86961326
0.447513812,0.871823204
0.449723757,0.877348066
0.455248619,0.878453039
0.459668508,0.880662983
0.462983425,0.882872928
0.466298343,0.885082873
0.471823204,0.885082873
0.474033149,0.88839779
0.479558011,0.88839779
0.483977901,0.890607735
0.490607735,0.893922652
0.497237569,0.895027624
0.500552486,0.898342541
0.50718232,0.898342541
0.51160221,0.899447514
0.517127072,0.899447514
0.521546961,0.900552486
0.525966851,0.901657459
0.53038674,0.902762431
0.535911602,0.902762431
0.539226519,0.906077348
0.543646409,0.90718232
0.545856354,0.91160221
0.583425414,0.925966851
0.588950276,0.925966851
0.59558011,0.925966851
0.6,0.927071823
0.603314917,0.929281768
0.607734807,0.93038674
0.613259669,0.93038674
0.61878453,0.93038674
0.666298343,0.943646409
0.674033149,0.944751381
0.680662983,0.944751381
0.687292818,0.944751381
0.691712707,0.945856354
0.698342541,0.945856354
0.744751381,0.952486188
0.750276243,0.952486188
0.756906077,0.952486188
0.797790055,0.967955801
0.806629834,0.967955801
0.812154696,0.969060773
0.816574586,0.970165746
0.820994475,0.971270718
0.862983425,0.985635359
0.866298343,0.987845304
0.871823204,0.988950276
0.876243094,0.991160221
0.882872928,0.991160221
0.889502762,0.992265193
0.896132597,0.993370166
0.902762431,0.993370166
0.913812155,0.99558011
0.921546961,0.99558011
