FPR,TPR
0.001938597,0.016574586
0.003736293,0.016574586
0.004717737,0.027624309
0.005417381,0.049723757
0.006505716,0.055248619
0.007176208,0.08839779
0.009100229,0.121546961
0.010139977,0.127071823
0.010922218,0.138121547
0.011646155,0.143646409
0.01230693,0.160220994
0.01337583,0.198895028
0.014478741,0.209944751
0.015154092,0.209944751
0.016261861,0.209944751
0.017369631,0.209944751
0.018793212,0.209944751
0.01990584,0.209944751
0.021212813,0.215469613
0.022194258,0.215469613
0.022918195,0.215469613
0.023583829,0.226519337
0.024254321,0.232044199
0.025352373,0.237569061
0.026465001,0.237569061
0.027548477,0.237569061
0.028243262,0.243093923
0.029341314,0.248618785
0.030133272,0.248618785
0.03113901,0.248618785
0.031809503,0.254143646
0.032596602,0.259668508
0.033684937,0.259668508
0.034710109,0.259668508
0.035506926,0.259668508
0.036925648,0.259668508
0.037610716,0.26519337
0.038295784,0.270718232
0.039636768,0.270718232
0.040934025,0.270718232
0.041633668,0.276243094
0.042634548,0.276243094
0.043523679,0.276243094
0.044539134,0.276243094
0.045569165,0.276243094
0.047167657,0.281767956
0.047838149,0.281767956
0.048630107,0.287292818
0.049723301,0.287292818
0.050714463,0.287292818
0.051384955,0.287292818
0.052074881,0.29281768
0.05293486,0.298342541
0.053751111,0.303867403
0.055058085,0.303867403
0.055937498,0.309392265
0.057220179,0.309392265
0.057939257,0.314917127
0.059017875,0.314917127
0.059780681,0.331491713
0.060800995,0.331491713
0.061874754,0.337016575
0.062569539,0.337016575
0.063555843,0.342541436
0.064328366,0.342541436
0.065086314,0.35359116
0.065980303,0.35359116
0.066752827,0.359116022
0.067671109,0.359116022
0.068419339,0.364640884
0.069177287,0.364640884
0.069978962,0.364640884
0.070678606,0.364640884
0.071349098,0.375690608
0.07223337,0.375690608
0.073428595,0.375690608
0.074361454,0.38121547
0.075216574,0.38121547
0.075989097,0.392265193
0.076766479,0.397790055
0.077563296,0.403314917
0.078729369,0.408839779
0.079657369,0.414364641
0.080731128,0.414364641
0.081450206,0.419889503
0.082305327,0.425414365
0.083223609,0.430939227
0.084103023,0.44198895
0.085536321,0.44198895
0.086517766,0.447513812
0.08743119,0.447513812
0.08821343,0.453038674
0.088922791,0.453038674
0.089695315,0.453038674
0.090730205,0.458563536
0.091823398,0.46961326
0.092746539,0.46961326
0.093509346,0.475138122
0.094374183,0.475138122
0.095171,0.497237569
0.095894937,0.497237569
0.096604298,0.502762431
0.097430266,0.502762431
0.098348549,0.502762431
0.099329994,0.502762431
0.100112235,0.502762431
0.101088821,0.502762431
0.102031397,0.502762431
0.103173176,0.502762431
0.104222642,0.502762431
0.105097197,0.502762431
0.105884296,0.508287293
0.106593658,0.508287293
0.107244715,0.513812155
0.107973511,0.519337017
0.1087266,0.524861878
0.109431102,0.524861878
0.110315374,0.524861878
0.111136484,0.524861878
0.111918725,0.53038674
0.11293418,0.53038674
0.113711562,0.53038674
0.11446951,0.53038674
0.115227457,0.53038674
0.115990263,0.53038674
0.116762787,0.535911602
0.117545027,0.535911602
0.118327268,0.535911602
0.119162954,0.535911602
0.120144399,0.541436464
0.120999519,0.546961326
0.121883791,0.552486188
0.122588294,0.552486188
0.123530869,0.552486188
0.124196503,0.552486188
0.125017613,0.552486188
0.12577556,0.55801105
0.12673757,0.55801105
0.127762743,0.55801105
0.128749046,0.563535912
0.129725633,0.563535912
0.130629339,0.563535912
0.131601067,0.563535912
0.132412459,0.563535912
0.133525088,0.569060773
0.134423936,0.569060773
0.135555998,0.569060773
0.136916417,0.574585635
0.137747244,0.580110497
0.13893761,0.585635359
0.139943348,0.585635359
0.141031683,0.585635359
0.142013128,0.585635359
0.142975138,0.585635359
0.143635913,0.591160221
0.144510468,0.591160221
0.145491913,0.591160221
0.146458782,0.591160221
0.147396499,0.596685083
0.148484834,0.596685083
0.149378823,0.596685083
0.150151347,0.596685083
0.151191095,0.602209945
0.151895598,0.602209945
0.152789587,0.607734807
0.153523241,0.607734807
0.154417231,0.613259669
0.1553841,0.613259669
0.15605945,0.613259669
0.157108916,0.613259669
0.158294424,0.613259669
0.159227282,0.61878453
0.160398214,0.61878453
0.161496266,0.624309392
0.16262347,0.629834254
0.163663219,0.629834254
0.164746695,0.629834254
0.166014799,0.629834254
0.167326632,0.629834254
0.168837668,0.629834254
0.170202945,0.629834254
0.17150506,0.629834254
0.172583678,0.629834254
0.173880934,0.629834254
0.174940117,0.629834254
0.176028452,0.629834254
0.176985604,0.629834254
0.177753269,0.629834254
0.178992221,0.629834254
0.179895928,0.629834254
0.18099398,0.629834254
0.181999718,0.629834254
0.183228954,0.629834254
0.184161812,0.629834254
0.185220995,0.629834254
0.185974084,0.629834254
0.186717456,0.629834254
0.187538565,0.629834254
0.188204199,0.629834254
0.188932995,0.629834254
0.189705518,0.629834254
0.190512052,0.629834254
0.191289434,0.629834254
0.192057099,0.629834254
0.192897643,0.629834254
0.193888805,0.629834254
0.194714774,0.629834254
0.195594187,0.629834254
0.196250103,0.629834254
0.197027485,0.629834254
0.197834019,0.629834254
0.198499653,0.629834254
0.199184721,0.629834254
0.199840637,0.629834254
0.200496553,0.635359116
0.201230207,0.635359116
0.20207561,0.635359116
0.202857851,0.635359116
0.203635233,0.635359116
0.204281432,0.651933702
0.205165704,0.651933702
0.205957662,0.651933702
0.206710751,0.651933702
0.207590164,0.651933702
0.208362688,0.651933702
0.209130352,0.651933702
0.210009766,0.651933702
0.210864886,0.651933702
0.211773451,0.651933702
0.212550833,0.651933702
0.213425388,0.651933702
0.214086163,0.651933702
0.214946142,0.651933702
0.215606917,0.657458564
0.216432885,0.662983425
0.217098519,0.662983425
0.217827314,0.668508287
0.218575545,0.674033149
0.219255754,0.679558011
0.21991167,0.685082873
0.220557869,0.696132597
0.221325534,0.701657459
0.22208834,0.701657459
0.222749115,0.701657459
0.223409889,0.701657459
0.224104674,0.701657459
0.224901491,0.701657459
0.22576147,0.701657459
0.226422245,0.70718232
0.22708302,0.70718232
0.227753512,0.70718232
0.228419145,0.70718232
0.229288841,0.70718232
0.230037071,0.70718232
0.230697846,0.70718232
0.231358621,0.70718232
0.232024254,0.70718232
0.232821071,0.70718232
0.233506139,0.712707182
0.234166914,0.712707182
0.23485684,0.712707182
0.235522474,0.712707182
0.236202683,0.712707182
0.236868316,0.712707182
0.237611688,0.712707182
0.23828218,0.712707182
0.238957531,0.712707182
0.239623164,0.712707182
0.240366536,0.718232044
0.241041886,0.718232044
0.241712378,0.723756906
0.242378012,0.723756906
0.243043645,0.723756906
0.243733572,0.723756906
0.244408922,0.723756906
0.245079414,0.723756906
0.245754765,0.723756906
0.246532147,0.723756906
0.247226932,0.723756906
0.247882849,0.745856354
0.248538765,0.756906077
0.249252984,0.767955801
0.249923476,0.767955801
0.250720293,0.767955801
0.251385926,0.767955801
0.25205156,0.773480663
0.252712335,0.779005525
0.253377968,0.784530387
0.254038743,0.790055249
0.254704376,0.790055249
0.255365151,0.79558011
0.256064795,0.79558011
0.256740145,0.79558011
0.257502952,0.79558011
0.25818802,0.79558011
0.258848794,0.801104972
0.259621318,0.801104972
0.260296668,0.801104972
0.260991454,0.801104972
0.261661946,0.801104972
0.262342155,0.801104972
0.263012647,0.801104972
0.263692856,0.801104972
0.264504249,0.806629834
0.265169882,0.806629834
0.265830657,0.812154696
0.266501149,0.812154696
0.2671765,0.812154696
0.267871285,0.812154696
0.268546636,0.812154696
0.269231704,0.812154696
0.269907054,0.812154696
0.270616415,0.812154696
0.271301483,0.812154696
0.272074007,0.812154696
0.272754216,0.812154696
0.273424708,0.812154696
0.274109776,0.817679558
0.274804561,0.82320442
0.275479912,0.82320442
0.276150404,0.828729282
0.276820896,0.828729282
0.277491388,0.828729282
0.278171597,0.828729282
0.278851807,0.828729282
0.279546592,0.828729282
0.280207367,0.834254144
0.280887576,0.834254144
0.281543492,0.839779006
0.282233419,0.839779006
0.282918487,0.839779006
0.283720162,0.839779006
0.284424664,0.839779006
0.285095156,0.839779006
0.285809376,0.839779006
0.286484727,0.845303867
0.287169795,0.850828729
0.287874297,0.850828729
0.288564224,0.850828729
0.289278444,0.850828729
0.289982946,0.850828729
0.290770046,0.850828729
0.291455113,0.850828729
0.292154757,0.850828729
0.292810673,0.850828729
0.293490883,0.850828729
0.294175951,0.856353591
0.294851301,0.856353591
0.295565521,0.856353591
0.296255448,0.856353591
0.296964809,0.856353591
0.297679029,0.856353591
0.298383531,0.856353591
0.299073458,0.856353591
0.299870274,0.856353591
0.300555342,0.861878453
0.301250128,0.861878453
0.301935195,0.867403315
0.302634839,0.867403315
0.303329625,0.867403315
0.304004975,0.867403315
0.30473863,0.867403315
0.305452849,0.867403315
0.306113624,0.872928177
0.30684242,0.872928177
0.307532346,0.872928177
0.308202838,0.883977901
0.308902482,0.883977901
0.309606985,0.883977901
0.31030177,0.883977901
0.310981979,0.883977901
0.311686482,0.883977901
0.312420136,0.883977901
0.313105204,0.883977901
0.313795131,0.883977901
0.314514209,0.889502762
0.31518956,0.895027624
0.315884345,0.895027624
0.316564554,0.895027624
0.317283633,0.895027624
0.317973559,0.895027624
0.31864891,0.895027624
0.319382564,0.895027624
0.320087067,0.895027624
0.320757559,0.900552486
0.321428051,0.906077348
0.322151988,0.906077348
0.322841914,0.906077348
0.323507548,0.906077348
0.324226626,0.906077348
0.324945705,0.906077348
0.325635631,0.906077348
0.326301265,0.906077348
0.326986333,0.906077348
0.327676259,0.906077348
0.328356469,0.906077348
0.329046395,0.906077348
0.329736322,0.906077348
0.330440824,0.906077348
0.331145327,0.906077348
0.331840112,0.91160221
0.332544614,0.91160221
0.333210248,0.91160221
0.333890457,0.91160221
0.334643546,0.917127072
0.335396635,0.917127072
0.336096279,0.917127072
0.336825074,0.917127072
0.337549012,0.917127072
0.338253514,0.917127072
0.338928865,0.917127072
0.339618791,0.917127072
0.340405891,0.917127072
0.341115252,0.917127072
0.341824613,0.917127072
0.342524257,0.917127072
0.343287063,0.917127072
0.344011,0.917127072
0.344705785,0.917127072
0.345385994,0.917127072
0.34608078,0.917127072
0.346775565,0.917127072
0.347465492,0.917127072
0.348155418,0.917127072
0.348855062,0.917127072
0.349544989,0.917127072
0.35025435,0.917127072
0.351012297,0.917127072
0.351692507,0.917127072
0.352353281,0.917127072
0.353067501,0.917127072
0.353835166,0.917127072
0.354588255,0.917127072
0.355278181,0.917127072
0.356016694,0.917127072
0.356696904,0.917127072
0.357406265,0.917127072
0.358115626,0.917127072
0.358800694,0.917127072
0.359548924,0.917127072
0.36038461,0.917127072
0.361089112,0.917127072
0.361837343,0.917127072
0.362507835,0.917127072
0.363260923,0.917127072
0.363965426,0.917127072
0.364674787,0.917127072
0.365384148,0.917127072
0.366151813,0.917127072
0.366953488,0.917127072
0.367638556,0.917127072
0.3683382,0.917127072
0.369096148,0.917127072
0.369820085,0.917127072
0.370510011,0.917127072
0.371243666,0.917127072
0.371923875,0.917127072
0.372642953,0.917127072
0.373371749,0.917127072
0.374217152,0.917127072
0.374892503,0.917127072
0.37561644,0.917127072
0.376306366,0.917127072
0.377083748,0.917127072
0.377870848,0.917127072
0.378623937,0.917127072
0.37936245,0.917127072
0.380168983,0.917127072
0.38103868,0.917127072
0.381752899,0.917127072
0.382617737,0.922651934
0.383346533,0.922651934
0.384109339,0.922651934
0.384794407,0.922651934
0.385469757,0.922651934
0.386198553,0.922651934
0.386932207,0.922651934
0.387680438,0.922651934
